DroneReached,DroneLost,DroneDead,TimeReached,Collisions,Sigma
---COLLISION RUN 1---
5,0,2,25.33644,35,12.31781
4,0,2,24.60789,66,13.16968
4,0,3,24.60818,70,13.931
4,0,2,25.01019,41,12.8683
5,0,2,24.60284,46,13.22888
5,0,2,24.43367,43,12.43501
5,0,2,24.36639,52,13.18001
5,0,2,24.30518,40,13.58221
5,0,2,24.30781,47,12.96992
5,0,2,24.46116,39,12.30903
4,0,2,25.16912,56,13.09964
5,0,2,25.8723,35,12.35387
4,0,2,23.68554,55,13.23075
4,0,2,26.08501,54,11.97213
5,0,2,24.24565,40,12.74238
5,0,2,23.78283,40,12.85141
---------------
s1, 500m, 10sim per run, delta 1
---------------
1,0,6,104.8837,36,48.06266
1,0,6,95.70596,35,46.22033
1,0,6,116.9018,39,54.65973
0,0,6,86.36166,24,27.07288
1,0,5,115.9463,31,58.21606
1,0,6,105.257,27,53.61089
1,0,6,108.1803,23,47.22746
1,0,6,106.6684,30,50.48403
0,0,6,97.04498,39,37.0094
1,0,6,100.1725,5,43.18729
---------------
1,0,6,103.6913,50,39.8955
0,0,7,100.079,25,38.5094
1,0,6,110.4814,19,47.84076
1,0,6,96.45351,34,35.92968
1,0,6,117.4719,28,47.19711
1,0,6,102.7399,45,39.67485
1,0,6,80.4508,494,23.87322
0,0,7,93.25383,785,33.46413
0,0,6,72.56353,37,15.54166
1,0,6,114.3552,39,53.42082
1,0,5,101.1887,15,46.50858
0,0,6,99.3523,35,38.14299
0,0,6,74.74979,21,14.96451
0,0,6,88.43581,25,24.8604
1,0,6,98.98964,30,45.17713
1,0,6,99.24571,19,42.59724
1,0,6,99.64449,29,42.2647
1,0,6,110.8767,31,44.63937
1,0,6,109.0592,35,50.03423
0,0,6,86.93828,79,28.45514
1,0,5,102.1243,1093,46.25602
1,0,6,108.4393,16,48.23996
1,0,6,114.1756,39,49.70107
1,0,6,116.5477,298,50.9371
2,0,5,125.2817,33,64.08649
1,0,5,122.3312,42,61.78144
1,0,6,100.31,64,42.80642
0,0,7,88.59232,30,22.29631
0,0,7,84.72495,28,27.9002
1,0,6,115.0301,26,54.9154
1,0,6,95.95107,34,35.39954
1,0,5,94.85516,53,37.32993
1,0,6,114.0528,40,57.82974
1,0,6,105.7355,16,50.04813
1,0,6,120.5555,182,51.72547
1,0,5,116.989,59,52.55157
2,0,5,110.1965,42,47.6082
1,0,6,95.99037,75,33.19027
1,0,6,93.64684,40,32.91123
1,0,6,91.47829,18,39.09562
0,0,7,94.40004,30,31.27931
1,0,6,100.389,112,43.61979
1,0,6,112.9173,26,56.33444
1,0,6,110.5759,46,44.64987
2,0,5,116.2725,29,56.86005
1,0,6,87.38638,18,29.64896
0,0,7,90.55457,21,22.84448
2,0,5,109.7895,35,51.50755
1,0,6,106.6992,64,50.88626
1,0,6,101.5367,29,42.71244
1,0,6,108.7259,194,46.55917
1,0,6,91.96282,30,35.95654
1,0,6,100.9933,32,38.27402
0,0,6,92.32481,43,24.91167
0,0,6,87.81998,35,26.99983
2,0,5,122.7729,31,65.74169
1,0,6,99.46059,114,43.6003
---------------
